highway,geometry,historic,name,name:ca,wikidata,wikipedia,barrier,addr:city,addr:housename,addr:housenumber,addr:postcode,addr:street,entrance,man_made,material,date,wheelchair,fee,name:de,name:fr,name:it,name:ru,name:zh,tourism,description,height,operator,start_date,website,access,building:material,disused,building,military,reservation,ruins,bunker_type,name:es,opening_hours,phone,ele,architect:wikidata,architect:wikipedia,archaeological_site,megalith_type,site_type,source,amenity,bottle,image,image:0,image:1,name:en,historic:civilization,note,wikimedia_commons,level,nodes,surface,government,name:etymology:wikidata,architect,castle_type,contact:email,contact:fax,contact:phone,end_date,name:ko,old_name,area,name:ja,name:pl,addr:province,fee:conditional,alt_name,building:levels,building:levels:underground,designation,roof:orientation,roof:shape,opening_hours:url,stars,contact:website,layer,heritage,heritage:operator,name:he,ref:whc,whc:inscription_date,network,building:shape,building:height,protection_title,protection_title:category,ref:bic,brand,rooms,building:architecture,capacity,ref,bridge,wall,building:use,check_date,ref:ipac,disused:building,construction_year,year_of_construction,brand:wikidata,brand:wikipedia,min_height,ways,office,type,construction_date,building:part,artwork_type,building:colour,email,fixme,facebook,twitter,information
,"POLYGON ((2.1637475 41.3980241, 2.1637797 41.3980483, 2.1638501 41.3981012, 2.1638735 41.3981187, 2.1638769 41.3981213, 2.1639501 41.3981763, 2.1639559 41.3981806, 2.1639617 41.3981779, 2.1639622 41.398184, 2.1639656 41.3981906, 2.1639714 41.3981961, 2.1639779 41.3981997, 2.1639871 41.3982021, 2.1639954 41.3982023, 2.1640051 41.3982004, 2.1640119 41.3981973, 2.164017 41.3981935, 2.1640168 41.3982015, 2.1640479 41.3982014, 2.1640527 41.3982014, 2.1640632 41.3982014, 2.1641843 41.3982011, 2.1641852 41.3981937, 2.1641883 41.3981956, 2.1641955 41.3981985, 2.1642057 41.3982, 2.1642167 41.3981986, 2.1642243 41.3981956, 2.1642314 41.3981902, 2.1642353 41.3981846, 2.1642371 41.3981779, 2.1642369 41.3981738, 2.1642458 41.3981794, 2.1642792 41.398154, 2.1643206 41.3981229, 2.1643135 41.3981171, 2.1643209 41.3981177, 2.1643254 41.3981174, 2.1643332 41.3981157, 2.1643402 41.3981125, 2.1643465 41.3981072, 2.1643504 41.3981008, 2.1643514 41.3980956, 2.164351 41.3980905, 2.1643481 41.398084, 2.1643433 41.3980787, 2.1643361 41.3980745, 2.1643308 41.3980726, 2.1643406 41.3980709, 2.1643216 41.3979987, 2.1643121 41.398001, 2.1643169 41.3979964, 2.1643189 41.3979933, 2.164321 41.3979876, 2.1643206 41.3979797, 2.1643184 41.3979744, 2.1643118 41.3979673, 2.1643031 41.3979627, 2.1642894 41.3979604, 2.1642786 41.3979619, 2.1642716 41.3979645, 2.164272 41.3979614, 2.1642201 41.3979489, 2.1642119 41.3979469, 2.1641955 41.3979312, 2.1641666 41.3979355, 2.1641638 41.3979348, 2.1641178 41.3979233, 2.1641076 41.3979207, 2.1641096 41.3979152, 2.1640919 41.3979108, 2.1640516 41.3979011, 2.1639959 41.3978874, 2.1639801 41.3978835, 2.1639775 41.3978882, 2.1639701 41.3978864, 2.1639142 41.3978727, 2.1638983 41.39786, 2.1638753 41.3978629, 2.1638292 41.3978518, 2.1638108 41.3978473, 2.1638082 41.3978538, 2.163805 41.3978488, 2.1638004 41.3978443, 2.1637941 41.3978404, 2.1637856 41.3978373, 2.1637761 41.3978359, 2.1637651 41.3978367, 2.1637538 41.3978407, 2.1637461 41.3978462, 2.1637405 41.3978537, 2.1637383 41.3978615, 2.1637385 41.3978661, 2.1637339 41.3978625, 2.1636718 41.3979115, 2.1636776 41.397916, 2.1636738 41.3979155, 2.1636696 41.3979155, 2.1636611 41.3979166, 2.1636523 41.3979201, 2.1636454 41.3979253, 2.1636408 41.3979328, 2.1636399 41.3979415, 2.1636421 41.3979477, 2.1636464 41.3979532, 2.1636523 41.3979575, 2.1636597 41.3979605, 2.1636697 41.3979622, 2.1636775 41.3979616, 2.1636712 41.3979668, 2.1637475 41.3980241))",building,Casa de les Punxes,Casa de les Punxes,Q2561516,ca:Casa de les Punxes,,,,,,,,,,,,,,,,Дом с шипами,,artwork,,,,1905,,,brick,,public,,,,,Casa de les Punxes,10:00-19:00,+34 930 185 242,,,,,,,,,,,,,,,,,,"[[[5167208124, 6071816678, 6071817907, 6071817847, 6071817909, 6071815855, 6071817939, 6071818291, 6071816664, 6071817956, 6071819111, 6071819598, 6071819594, 6071818644, 6071815866, 6071818647, 6071819098, 6071819090, 6071817846, 6071819107, 6071816651, 6071817926, 6071819187, 6071818607, 6071816630, 6071817910, 6071817940, 6071819093, 6071818588, 6071815853, 6071818606, 6071818293, 6071818650, 6071818653, 6071818656, 6071818659, 6071816659, 6071818602, 6071818600, 6071816661, 6071819102, 6071816673, 6071818284, 6071818596, 5167208124], [6071818589, 6071816633, 6071817945, 6071816658, 6071817946, 6071817962, 6071816632, 6071817849, 6071818649, 6071815864, 6071818652, 6071819106, 6071817937, 6071817928, 6071817931, 6071816650, 6071816640, 6071818287, 6071817922, 6071817919, 6071818286, 6071817328, 6071817331, 6071817925, 6071816649, 6071818609, 6071817332, 6071818586, 4344723650, 6071816680, 6071817953, 6071816681, 6071817956, 6071816664, 6071818291, 6071817939, 6071815855, 6071817909, 6071817847, 6071818589], [6071818648, 6071817921, 6071814283, 6071817912, 6071817924, 6071816641, 6071818234, 6071816638, 6071817923, 6071817330, 6071818288, 6071818285, 6071817959, 6064877925, 6071819097, 6071818657, 6071818640, 6071818666, 6071818643, 6071818646, 6071819100, 6071819596, 6071815860, 6071818595, 6071817927, 6071817930, 6071818281, 6071816646, 6071818590, 6071816654, 6071818593, 6071818585, 6071817929, 6071817934, 6071816647, 6071815852, 6071817936, 6071815850, 6071817935, 6071815851, 6071818587, 6071818282, 6071818280, 6071818279, 6071818665, 6071816655, 6071817925, 6071817331, 6071817328, 6071818286, 6071817919, 6071817922, 6071818287, 6071816640, 6071816650, 6071818648]]]",,,,Josep Puig i Cadafalch,,,,,,,,,,,,,Casa Terrades,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[646115404, 646115403, 646115396]",,multipolygon,,,architecture,#A52A2A,comercial@lespunxes.com,"Please, building shouldn't be a relation. It could easily be one single block.",,,
,"POLYGON ((2.2021745 41.3980691, 2.2021971 41.3980517, 2.2022682 41.3979967, 2.2023926 41.3979005, 2.2022693 41.3978069, 2.2022451 41.397807, 2.2022245 41.397807, 2.2021195 41.3978862, 2.2019971 41.3979784, 2.2020484 41.3980168, 2.2020734 41.3980354, 2.202098 41.3980537, 2.2021371 41.3980829, 2.202165 41.3980616, 2.2021745 41.3980691), (2.2022027 41.3979814, 2.202152 41.3980192, 2.2021272 41.3980001, 2.2021776 41.3979617, 2.2022027 41.3979814))",building,Ateneu Popular la Flor de maig,Ateneu Popular la Flor de maig,Q11930489,ca:La Flor de Maig,,Barcelona,,195,08005,Carrer del Doctor Trueta,,,,,,,,,,,,,,,,1896,https://laflordemaig.cat/,,,,yes,,,,,,,,,,,,,,,community_centre,,,,,,,,,,"[[[6113791399, 6113791406, 6113788977, 6113791452, 6113791391, 6113791460, 6113788948, 6113788954, 6113791395, 6113791405, 6113788965, 6113791436, 6113791404, 6113791428, 6113791399], [6113791434, 6113788961, 6113788967, 6113791450, 6113791434]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[459045284, 652061058]",,multipolygon,,,,,,,https://www.facebook.com/ateneu.laflordemaig/?fref=ts,https://twitter.com/FlordeMaig,
,"POLYGON ((2.1582024 41.3968637, 2.1582827 41.3969218, 2.1582868 41.3969248, 2.1583149 41.3969452, 2.1584031 41.3970092, 2.1584839 41.3969452, 2.1585111 41.3969237, 2.1584428 41.3968779, 2.1583578 41.3968207, 2.1582943 41.3967782, 2.158213 41.3967236, 2.1581173 41.396802, 2.1581704 41.3968406, 2.158195 41.3968583, 2.1582024 41.3968637), (2.1584019 41.3969075, 2.1583758 41.396929, 2.1583193 41.39689, 2.1583454 41.3968685, 2.1584019 41.3969075))",castle,El Palauet Barcelona,El Palauet Barcelona,Q8341565,en:Casa Bonaventura Ferrer,,,,113,,Passeig de Gràcia,,,,,,,,,,,,hotel,,,,,https://www.elpalauet.com/,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6167936911, 6167936915, 6167936935, 6167936628, 6167937036, 6167936972, 6167936897, 6167936643, 6167937024, 6167936633, 6167936905, 6167936641, 6167936642, 6167936650, 6167936911], [6167936901, 6167936639, 6167936926, 6167937052, 6167936901]]]",,,,,palace,,,,,,,,,,,,Casa Bonaventura Ferrer,6,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[658702706, 658702716]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1781691 41.3882959, 2.1781712 41.3882976, 2.1782251 41.3883407, 2.1782503 41.3883609, 2.1782813 41.38834, 2.178284 41.3883383, 2.1783072 41.3883561, 2.1783264 41.3883709, 2.1783733 41.3884067, 2.1783705 41.3884085, 2.178431 41.388457, 2.178452 41.3884735, 2.1784637 41.3884661, 2.1785158 41.388424, 2.1785294 41.388413, 2.1785692 41.388381, 2.1785636 41.3883758, 2.1785867 41.3883604, 2.1786003 41.3883512, 2.1786285 41.3883322, 2.1786389 41.3883251, 2.1786825 41.3882956, 2.1785255 41.3881783, 2.1783694 41.3880615, 2.178357 41.3880608, 2.1783179 41.3880876, 2.1782848 41.38811, 2.1782509 41.3881331, 2.1781124 41.3882393, 2.1781555 41.3882704, 2.1781798 41.3882882, 2.1781691 41.3882959), (2.1783958 41.3882449, 2.1784258 41.3882213, 2.1784617 41.3882476, 2.1784306 41.3882701, 2.1783958 41.3882449), (2.178602 41.3882983, 2.1785672 41.388326, 2.1785386 41.3883042, 2.1785743 41.3882781, 2.178602 41.3882983))",castle,,,Q11939839,ca:Palau Alòs,,,,,,,,,,,,,,,,,,,,,,,,,,,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6179362651, 6179362865, 6179362461, 6179362800, 6179362658, 6179362857, 6179362814, 6179362810, 6179362808, 6179362623, 6179362803, 6179360422, 6179362798, 6179362393, 6179362672, 6179362683, 6179362858, 6179363510, 6179363516, 6179362801, 6179362813, 6179362821, 6179362875, 6179362807, 6179363547, 6179363114, 6179362789, 6179363112, 6179362785, 6179362788, 6179362680, 6179362651], [6179362823, 6179362842, 6179362839, 6179362837, 6179362823], [6179362825, 6179363110, 6179363549, 6179363548, 6179362825]]]",,,,,palace,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[659997977, 659997844, 659997880]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1800646 41.3804642, 2.1801 41.3805062, 2.1801298 41.3805414, 2.1801695 41.3805229, 2.1803059 41.3804591, 2.180336 41.380445, 2.180461 41.3803866, 2.1804924 41.380372, 2.1803881 41.3802462, 2.1803635 41.3802165, 2.1802318 41.3802789, 2.180186 41.3803004, 2.1801675 41.3803093, 2.1800841 41.380349, 2.1800008 41.3803887, 2.1800289 41.380422, 2.1800646 41.3804642), (2.1802346 41.3804209, 2.1801895 41.3803675, 2.180243 41.3803422, 2.1802878 41.3803954, 2.1802346 41.3804209), (2.1803293 41.380295, 2.1802882 41.3803144, 2.1802662 41.3802883, 2.1803072 41.3802689, 2.1803293 41.380295))",castle,,,Q21903379,ca:Palau Sessa-Larrard,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6232583341, 6232577375, 6232577377, 6232577376, 6232583356, 6232577378, 6232577350, 6232577352, 6232577351, 6232583358, 6232577353, 6232583350, 6232583340, 6232583361, 6232583286, 6232583353, 6232583341], [6232583379, 6232577380, 6232583589, 6232583593, 6232583379], [6232577382, 6232577383, 6232583287, 6232577384, 6232577382]]]",,,,,palace,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[665797198, 665797222, 665797196]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1736524 41.3828724, 2.1736433 41.3828968, 2.173696 41.382908, 2.1737169 41.3829125, 2.1737393 41.3829173, 2.1737508 41.3829197, 2.1737636 41.3829224, 2.1738113 41.3829325, 2.1738439 41.3829394, 2.1738688 41.3829417, 2.1739601 41.3829501, 2.1739758 41.3828518, 2.173983 41.3828063, 2.1740028 41.3827208, 2.1739983 41.3827191, 2.1739178 41.3827039, 2.1738796 41.3826967, 2.1738694 41.3826947, 2.173835 41.3826883, 2.17383 41.3826873, 2.173768 41.3826691, 2.1737683 41.3826661, 2.1737621 41.3826632, 2.1737026 41.3826359, 2.1736672 41.3826197, 2.1736523 41.3826127, 2.1736418 41.3826241, 2.173717 41.3826594, 2.1736918 41.3826895, 2.1736144 41.382654, 2.1735987 41.3826712, 2.1735646 41.3827085, 2.173547 41.3826971, 2.1735078 41.3826718, 2.1734887 41.3826905, 2.1734861 41.3826939, 2.1734532 41.3827373, 2.1734399 41.382755, 2.1734042 41.382797, 2.1734436 41.3828157, 2.1736523 41.3828582, 2.1736473 41.3828711, 2.1736524 41.3828724), (2.1738704 41.3828852, 2.173783 41.3828658, 2.1738036 41.3828142, 2.1738904 41.3828322, 2.1738704 41.3828852), (2.1739096 41.3827157, 2.1739035 41.3827286, 2.1738681 41.382719, 2.1738744 41.3827069, 2.1739096 41.3827157))",castle,,,Q47170327,ca:Casa Barnola,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6291308637, 6291308255, 6291309048, 6291308192, 6291308412, 6291309008, 6291308216, 6291309024, 6291308863, 6291307282, 6291307929, 6291307923, 6291308214, 6291307919, 6291307891, 3885435637, 6291307941, 6291308413, 6291309025, 6291308244, 6291309017, 6291308639, 4326495661, 6291307284, 6291308815, 6291308417, 6291308401, 6291308676, 6291308812, 6291308264, 6291308653, 6291308826, 6291308988, 6291308668, 6291307954, 4326495663, 6291308878, 6291307922, 6291308437, 6291308415, 6291308587, 6291308207, 6291308637], [6291308277, 6291308197, 6291308647, 6291308475, 6291308277], [6291308856, 6291308477, 6291308806, 6291308258, 6291308856]]]",,,,,palace,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[671837216, 671837307, 671837268]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1704505 41.3841396, 2.1704948 41.3841562, 2.1705504 41.3841772, 2.1706042 41.3841978, 2.1706764 41.3842258, 2.1707218 41.3841623, 2.1707392 41.384138, 2.1707424 41.3841334, 2.1707939 41.3840601, 2.1706811 41.3840144, 2.170669 41.3840095, 2.17065 41.3840018, 2.1706147 41.3839877, 2.1705202 41.3839495, 2.1703544 41.3838823, 2.1702413 41.3838361, 2.170229 41.3838532, 2.1702065 41.3838437, 2.1701666 41.3838824, 2.1701523 41.3838963, 2.1701038 41.3839435, 2.1701493 41.3839625, 2.170138 41.3839787, 2.1702069 41.3840187, 2.17026 41.3840495, 2.1702769 41.3840594, 2.170266 41.3840698, 2.1703764 41.3841118, 2.1704396 41.3841355, 2.1704505 41.3841396), (2.170407 41.3840351, 2.170371 41.3840845, 2.1702766 41.3840469, 2.1703005 41.3840141, 2.1703126 41.3839974, 2.170407 41.3840351), (2.1704317 41.3839724, 2.1703774 41.3839516, 2.1703918 41.3839314, 2.1704457 41.383953, 2.1704317 41.3839724), (2.1704704 41.384099, 2.1704607 41.3841131, 2.1704434 41.384107, 2.1704541 41.3840927, 2.1704704 41.384099), (2.1704796 41.3840578, 2.170483 41.3840528, 2.1704927 41.3840396, 2.1705227 41.3840511, 2.1705099 41.384069, 2.1704796 41.3840578), (2.1705154 41.3840062, 2.170525 41.3839925, 2.1705416 41.3839989, 2.170532 41.3840124, 2.1705154 41.3840062), (2.1704815 41.3841284, 2.1704999 41.384103, 2.170526 41.3841124, 2.1705073 41.3841386, 2.1704815 41.3841284), (2.1705882 41.3839949, 2.1705613 41.3840332, 2.170551 41.3840289, 2.1705778 41.3839908, 2.1705882 41.3839949))",building,Reial Acadèmia de Ciències i Arts de Barcelona,Reial Acadèmia de Ciències i Arts de Barcelona,Q9066994,ca:Reial Acadèmia de Ciències i Arts de Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,Real Academia de Ciencias y Artes de Barcelona,,,,,,,,,,,,,,,,,,,,"[[[7263233044, 7263189354, 7263233163, 7263233055, 7263232965, 7263233148, 7263232946, 7263233022, 7263232918, 7263232887, 7263233060, 7263233050, 7263189345, 7263232955, 7263233007, 7263189350, 7263233029, 7263233172, 7263233099, 7263189329, 7263233161, 7263233017, 7263232900, 7263233030, 7263233011, 7263233085, 7263233168, 7263189340, 7263233136, 7263233044], [7263233143, 7263233147, 7263233051, 7263233121, 7263233151, 7263233143], [7263232999, 7263233155, 7263233010, 7263232938, 7263232999], [7263233043, 7263232996, 7263233169, 7263232908, 7263233043], [7263233049, 7263233138, 7263233127, 7263233171, 7263232885, 7263233049], [7263232905, 7263189347, 7263233146, 7263189338, 7263232905], [7263189343, 7263232914, 7263232989, 7263233167, 7263189343], [7263232916, 7263233113, 7263233104, 7263233119, 7263232916]]]",,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[777846614, 778224813, 778224812, 778224788, 778224794, 778224792, 778224764, 778224761]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1811164 41.385236, 2.1811206 41.3852391, 2.1812433 41.3853297, 2.1812629 41.3853158, 2.1813013 41.3853401, 2.1813385 41.3853633, 2.1813417 41.3853611, 2.1813744 41.385338, 2.1813593 41.385327, 2.181371 41.3853179, 2.1813499 41.3853025, 2.1813107 41.3852737, 2.1813569 41.385236, 2.1813393 41.3852225, 2.1812485 41.3851535, 2.1812253 41.3851367, 2.1812126 41.3851274, 2.1812005 41.3851185, 2.181043 41.3850037, 2.1809825 41.3850422, 2.1809105 41.3850881, 2.1810661 41.3851992, 2.181074 41.385205, 2.1811164 41.385236), (2.1811215 41.385173, 2.1810418 41.3851143, 2.1810864 41.3850829, 2.1811664 41.3851414, 2.1811215 41.385173))",castle,Palau Baró de Castellet,Palau Baró de Castellet,,,,,,17,,Carrer de Montcada,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[[[7640429610, 7640396645, 7640429874, 7640396682, 7640429885, 7640429715, 7640429975, 7640429767, 7640429689, 7640429749, 7640396654, 7640429596, 7640429505, 7640429727, 7640429609, 7640429648, 7640429847, 7640429926, 7640429719, 2240993658, 7640429766, 2240993662, 7640429566, 7640429610], [7640429903, 7640429684, 7640429814, 7640429614, 7640429903]]]",,,,,palace,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[214585963, 818074984]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1815947 41.3848512, 2.181523 41.3847827, 2.1815089 41.3847703, 2.1814653 41.3847321, 2.1813733 41.3847911, 2.1813234 41.384823, 2.1813645 41.3848614, 2.1813676 41.3848642, 2.1814015 41.3848951, 2.1814492 41.3849385, 2.1814776 41.3849646, 2.1815247 41.3850083, 2.1815852 41.3850651, 2.1817328 41.3849784, 2.1817198 41.3849664, 2.1817086 41.3849564, 2.1817046 41.3849553, 2.1817029 41.3849537, 2.1816391 41.3848934, 2.1815918 41.3849229, 2.1815464 41.3848783, 2.1815947 41.3848512), (2.181497 41.3849089, 2.1814755 41.3848889, 2.1815028 41.384871, 2.1814627 41.3848316, 2.1814339 41.38485, 2.1814158 41.384833, 2.1814665 41.3847993, 2.1815241 41.3848547, 2.1815464 41.3848783, 2.181497 41.3849089))",castle,Palau Finestres,Palau Finestres,Q47170380,ca:Palau Finestres,,,,23,,Carrer de Montcada,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[[[7640396678, 7640429524, 7640429907, 7640429619, 2240993651, 7640396637, 2240993654, 7640429912, 7640429968, 7640429663, 7640429587, 7640429487, 7640429495, 2240993660, 1995709466, 7640429536, 7640429743, 7640429945, 7640429486, 7640429756, 7640429539, 7640396678], [7640396678, 7640429578, 7640429547, 7640429662, 7640429742, 7640429733, 7640429731, 7640429957, 7640429837, 7640396678]]]",,,,,palace,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[214585965, 818074986]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1812253 41.3851367, 2.1812485 41.3851535, 2.1813393 41.3852225, 2.1813569 41.385236, 2.1813107 41.3852737, 2.1813499 41.3853025, 2.181371 41.3853179, 2.1813866 41.3853293, 2.1813744 41.385338, 2.1813417 41.3853611, 2.1813855 41.3853886, 2.1814178 41.3854087, 2.181442 41.3854235, 2.1816549 41.3852511, 2.1815829 41.3851967, 2.1814878 41.3851196, 2.181482 41.3851145, 2.1814504 41.3850859, 2.1813973 41.3850338, 2.1813824 41.3850195, 2.1813768 41.3850143, 2.1813652 41.385001, 2.1812778 41.3849212, 2.1812404 41.3848857, 2.1812384 41.3848873, 2.1811447 41.3849414, 2.1810905 41.3849727, 2.181043 41.3850037, 2.1812005 41.3851185, 2.1812126 41.3851274, 2.1812363 41.3851111, 2.1812484 41.3851208, 2.1812253 41.3851367), (2.1812495 41.3850697, 2.1811535 41.3850045, 2.1812424 41.3849552, 2.1813208 41.3850248, 2.1812495 41.3850697), (2.1814364 41.385207, 2.1815009 41.3852586, 2.181444 41.3853015, 2.181378 41.3852508, 2.1814052 41.3852305, 2.1814364 41.385207))",castle,Palau Meca,Palau Meca,Q47170787,ca:Palau Meca,,,,19,,Carrer de Montcada,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[[[7640429599, 2240993667, 7640429847, 7640429648, 7640429609, 7640429727, 7640429505, 7640429596, 7640396654, 7640429800, 7640429689, 7640429767, 7640429577, 1995661929, 2240993676, 1995709469, 7640429736, 1995709467, 7640429985, 7640429789, 7640396644, 7640429709, 7640429902, 7640429751, 7640429541, 2240993656, 7640429920, 7640429515, 1995709465, 2240993658, 7640429719, 7640429926, 7640429599], [7640429898, 7640429518, 7640429504, 7640429642, 7640429898], [7640429628, 7640429799, 7640429946, 7640429953, 7640396639, 7640429628]]]",,,,,palace,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[214585966, 818075004, 818075027]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1808427 41.385288, 2.1808476 41.3852967, 2.1808527 41.3853007, 2.1809751 41.3853972, 2.1809836 41.3853904, 2.1810652 41.385452, 2.1811352 41.3854012, 2.1812141 41.3854522, 2.1812739 41.385409, 2.1813523 41.3854618, 2.1814178 41.3854087, 2.1813855 41.3853886, 2.1813417 41.3853611, 2.1813385 41.3853633, 2.1813013 41.3853401, 2.1812629 41.3853158, 2.1812433 41.3853297, 2.1811206 41.3852391, 2.1811164 41.385236, 2.181074 41.385205, 2.1810661 41.3851992, 2.1809105 41.3850881, 2.1808189 41.3851499, 2.1807388 41.3852039, 2.1807204 41.385218, 2.1807609 41.385253, 2.1807837 41.3852409, 2.1808427 41.385288), (2.1809697 41.3852422, 2.1809288 41.3852709, 2.1808502 41.3852049, 2.1808898 41.3851768, 2.1809697 41.3852422))",castle,Palau Aguilar,Palau Aguilar,Q47170366,ca:Palau Berenguer d'Aguilar,,,,15,,Carrer de Montcada,,,,,,,,,,,畢加索,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[[[7640396676, 7640429591, 7640429780, 7640429828, 7640429758, 7640429935, 1995661937, 1995661931, 1995661935, 1995661932, 1995661934, 1995661929, 7640429577, 7640429767, 7640429975, 7640429715, 7640429885, 7640396682, 7640429874, 7640396645, 7640429610, 7640429566, 2240993662, 7640429888, 240972435, 7640429871, 7640396666, 7640396676], [7640429862, 7640429772, 7640396659, 7640429605, 7640429862]]]",,,,,palace,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[214585962, 818074985]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1743669 41.3838036, 2.1745105 41.3837329, 2.1745906 41.3836958, 2.174495 41.3835798, 2.1744603 41.3835947, 2.1744363 41.3836049, 2.1744386 41.3836081, 2.1744336 41.3836102, 2.174238 41.383696, 2.1742308 41.3836992, 2.174222 41.3837027, 2.1741849 41.3837495, 2.1741641 41.3837757, 2.1741487 41.3837946, 2.1741702 41.3838034, 2.1741539 41.3838243, 2.1741323 41.3838148, 2.174097 41.3838581, 2.1740537 41.3839111, 2.1741958 41.3839662, 2.1742164 41.3839741, 2.1742552 41.3839299, 2.1742812 41.3839006, 2.1742926 41.3838877, 2.1742666 41.3838767, 2.1742881 41.3838531, 2.1743132 41.3838644, 2.1743366 41.3838381, 2.1743669 41.3838036), (2.1742436 41.3838342, 2.1742028 41.3838841, 2.1741569 41.3838638, 2.1741975 41.383814, 2.1742436 41.3838342))",castle,,,Q47170746,ca:Palau Castanyer,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,"[[[7643945937, 7643946070, 7643945957, 7643945929, 7643946112, 7643946076, 7643945932, 7643945958, 7643946079, 7643946044, 7643945934, 7643946036, 7643945992, 7643946227, 7643946213, 7643946237, 7643945898, 7643946207, 7643945952, 7643945994, 2264344193, 7643946125, 7643946122, 7643945930, 7643946241, 7643946224, 7643946230, 7643946178, 7643945937], [7643946217, 7643946253, 7643945892, 7643946258, 7643946217]]]",,,,,palace,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[818507381, 818507358]",,multipolygon,,,,,,,,,
